Code|RUES|"Service des Impôts des Particuliers
(SIP)"|Secteur d'assiette (SA)|Trésorerie|Service des Impôts des Entreprises (SIE)|Pôle enregis-trement (PE)|"Service de Publicité Foncière 
(SPF) "|||||||
4462|JEAN SEBASTIEN BACH (IMP)|B|3|0092|B|TO3|TO1|||||||
4464|JEAN AILLET (RUE)|TR|3|0065|TR|TO3|TO1|||||||
4468|JEAN D'ALEMBERT (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4469|JEAN D'ALEMBERT (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
4472|JEAN ALPHAND (IMP)|TN|3|0063|TN|TO3|TO1|||||||
4476|JEAN ANDRIEU (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
4478|JEAN ARNAUD RAYMOND (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
4480|JEAN BAPTISTE BAUDIN (PLACE)|TO|4|0018|TMI|TO3|TO2|||||||
4488|JEAN BAPTISTE DUMAS (RUE)|TNO|4|0064|TNO|TO3|TO1|||||||
4494|HENRI DOMINIQUE LACORDAIRE (IMP)|TR|4|0065|TR|TO3|TO1|||||||
4495|JEAN BAPTISTE LESPES(RDT POINT)|TO|3|0018|TMI|TO3|TO2|||||||
4496|JEAN BAPTISTE LULLI (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
4503|JEAN BAPTISTE DUBEDAT (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
4504|JEAN BAPT. PIGALLE (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
4508|JEAN BARDY (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
4511|JEAN BENTABERRY (IMP)|TO|4|0018|TMI|TO3|TO2|||||||
4513|JEAN BART (RUE)|TR|2|0065|TR|TO3|TO1|||||||
4514|ERNEST  JEANBERNAT (RUE)|TC|3|0027|TC|TO3|TO1|||||||
4515|JEAN BAYLET (AVE)|TO|3|0018|TMI|TO3|TO2|||||||
4516|JEAN BOUYSSOU (RUE)|B|3|0092|B|TO3|TO1|||||||
4517|JEAN BOLLE (IMP)|TSE|4|0028|TR|TO3|TO1|||||||
4518|JEAN BOUIN (PLACE)|TO|3|0018|TMI|TO3|TO2|||||||
4520|JEAN BREFFEL (RUE)|TSE|3|0028|TR|TO3|TO1|||||||
4524|JEAN BRUNHES (BLD)  (Pairs)|TO|3|0018|TMI|TO3|TO2|||||||
4524|JEAN BRUNHES (BLD)  (Impairs)|TSO|2|0029|TMI|TO3|TO2|||||||
4525|JEAN CAROL (RUE)|B|003|0092|B|TO3|TO1|||||||
4527|JEAN CAYRE (RUE)|TO|2|0018|TMI|TO3|TO2|||||||
4528|JEAN CALAS (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
4529|JEAN CASTILHON (RUE)|B|3|0092|B|TO3|TO1|||||||
4531|JEAN CASSOU (ESP)|B|3|0092|B|TO3|TO1|||||||
4532|JEAN CHALETTE (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4536|JEAN CHAPTAL (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
4539|JEAN CHAUBET (IMP)|B|3|0092|B|TO3|TO1|||||||
4540|JEAN CHAUBET (AVE)|B|3|0092|B|TO3|TO1|||||||
4541|JEAN CHEVERRY (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
4542|JEAN CORAS (RUE)|TSE|4|0028|TR|TO3|TO1|||||||
4543|JEAN COCTEAU (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4544|JEAN CHEVERRY (IMP)|TSO|2|0029|TMI|TO3|TO2|||||||
4548|JEAN COURTINADE (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4552|JEAN CRAMPAGNE (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
4553|JEAN DIEUZAIDE (ESP)|TSO|2|0029|TMI|TO3|TO2|||||||
4554|JEAN DIEBOLD (PL)|TSO|2|0029|TMI|TO3|TO2|||||||
4555|JEAN CRUPPI (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
4556|JEAN CRIQ (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
4557|JEAN CRUPPI (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4558|JEAN DAGNAUX (AVE)|TNO|4|0064|TNO|TO3|TO1|||||||
4559|JOSEPH DE PESQUIDOUX (RUE)|B|3|0092|B|TO3|TO1|||||||
4560|JEAN DE PINS (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4561|JEAN DAMOYSEL (IMP)|TSO|2|0029|TMI|TO3|TO2|||||||
4563|JEAN DAMOYSEL (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
4564|JEAN DELFOUR (IMP)|TR|1|0065|TR|TO3|TO1|||||||
4565|JEAN DESCHAMPS (PLACE)|TO|3|0018|TMI|TO3|TO2|||||||
4566|JEAN DOUJAT (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4567|JEAN DE BERNUY (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
4568|JEAN DUPLESSIS (RUE)|TR|1|0065|TR|TO3|TO1|||||||
4569|JEAN DE BERNUY (IMP)|TSO|2|0029|TMI|TO3|TO2|||||||
4570|JEAN ESPITALIER (RUE)|TO|4|0018|TMI|TO3|TO2|||||||
4571|JEAN MARIE DELORT (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
4572|JEAN FAVIER (RUE)|B|3|0092|B|TO3|TO1|||||||
4573|JEAN FOURCASSIE (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4574|JEAN ETCHEPARE (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
4575|JEAN FRANCOIS CHAMPOLLION (AVE)|TSO|2|0029|TMI|TO3|TO2|||||||
4576|JEAN FRANCOIS BLADE (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
4577|JEAN FRANCOIS CHAMPOLLION (IMP)|TSO|2|0029|TMI|TO3|TO2|||||||
4578|JEAN FRANCOIS LESUEUR (CHEM)|TSO|2|0029|TMI|TO3|TO2|||||||
4579|JEAN GALLIA (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
4580|JEAN GAYRAL (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
4581|JEAN GALLIA (CHEM)|TSO|2|0029|TMI|TO3|TO2|||||||
4582|JEAN GILLES (RUE) ((Impairs)|TO|3|0018|TMI|TO3|TO2|||||||
4582|JEAN GILLES(RUE) (Pairs)|TSO|3|0029|TMI|TO3|TO2|||||||
4583|JEAN GIRAUDOUX (RUE)|TR|4|0065|TR|TO3|TO1|||||||
4584|JEAN GOUJON (RUE) (Impairs)|B|3|0092|B|TO3|TO1|||||||
4584|JEAN GOUJON (RUE) (Pairs)|TSE|1|0028|TR|TO3|TO1|||||||
4585|JEAN GRANDJEAN (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4586|JEAN GRIFFON (ALL)|TSE|3|0028|TR|TO3|TO1|||||||
4587|JEAN DE GUERLINS (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4588|JEAN HONORE FRAGONARD (RUE)|TN|4|0063|TN|TO3|TO1|||||||
4589|JEAN GIONO (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4590|JEAN GIBERT (RUE)|TNO|3|0064|TNO|TO3|TO1|||||||
4591|JEAN FRANCOIS CAILHAVA (IMP)|TN|3|0063|TN|TO3|TO1|||||||
4592|JEAN HOUDON (RUE)|B|3|0092|B|TO3|TO1|||||||
4593|JEAN GONORD (AVE)|TSE|4|0028|TR|TO3|TO1|||||||
4594|JEAN JACQUES BERNE (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4595|JEAN DAUVILLIER  (RPT)|TO|3|0018|TMI|TO3|TO2|||||||
4596|JEAN JACQUES ROUSSEAU (RUE)|B|3|0092|B|TO3|TO1|||||||
4597|PR JEAN-JACQUES LAFFONT (RPT DU)|TNO|1|0064|TNO|TO3|TO1|||||||
4598|JEAN-FRANCOIS REGIS (RUE)|TO|1|0018|TMI|TO3|TO2|||||||
4599|JEAN LOUIS HARCHENKO (RUE)|TO|1|0018|TMI|TO3|TO2|||||||
4600|JEAN JAURES (ALLS) (Impairs)|TC|3|0027|TC|TO3|TO1|||||||
4600|JEAN JAURES (ALLS) (Pairs)|TC|3|0027|TC|TO3|TO1|||||||
4601|JEAN LAGASSE (RPT)|TSE|3|0028|TR|TO3|TO1|||||||
4603|JEAN LAPAYRE (PASS)|TO|3|0018|TMI|TO3|TO2|||||||
4604|JEAN LEBAS (RUE)|TR|2|0065|TR|TO3|TO1|||||||
4605|JEAN MACAIGNE (RUE)|TO|3|0018|TMI|TO3|TO1|||||||
4606|JEAN LURCAT (RUE)|TSE|4|0028|TR|TO3|TO1|||||||
4607|JEAN MAILHE (RUE)|B|3|0092|B|TO3|TO1|||||||
4608|JEAN MARTIN CHARCOT (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
4609|JEAN MERMOZ (IMP)|TSO|3|0029|TMI|TO3|TO2|||||||
4610|JEAN MERMOZ (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4611|JEAN LLANTE (RPT)|TSO|1|0029|TMI|TO3|TO2|||||||
4612|JEAN MICOUD (RUE)|B|3|0092|B|TO3|TO1|||||||
4613|JEAN  LOUP CHRETIEN (ALLEE)|TSE|3|0028|TR|TO3|TO1|||||||
4613|JEAN LOUP CHRETIEN (ALLEE)|TSE|3|0028|TR|TO3|TO1|||||||
4614|JEAN MILLET (RUE)|TNO|4|0064|TNO|TO3|TO1|||||||
4615|JEAN MONTARIOL (RUE)|B|3|0092|B|TO3|TO1|||||||
4616|JEAN MOULIN (AVE)|TR|2|0065|TR|TO3|TO1|||||||
4617|JEAN DAUSSET (RUE)|B|3|0092|B|TO3|TO1|||||||
4617|JEAN DAUSSET (RUE)|B|2|0092|B|TO3|TO1|||||||
4620|JEAN NICOT (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
4621|JEAN NICOLET (RUE)|TO|003|0018|TMI|TO3|TO2|||||||
4623|JEAN-PAUL FONVIEILLE (RPT)|TSO|3|0029|TMI|TO3|TO2|||||||
4624|JEAN PAUL LAURENS (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
4625|JEAN PARISOT DE LA VALETTE (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4628|JEAN PEGOT (RUE)|B|3|0092|B|TO3|TO1|||||||
4630|JEAN PERRIN (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4631|JEAN PETIT (RPT)|TO|2|0018|TMI|TO3|TO2|||||||
4632|JEAN PHILIPPE RAMEAU (RUE)|TNO|4|0064|TNO|TO3|TO1|||||||
4634|JEAN POMIER (RUE)|TO|4|0018|TMI|TO3|TO2|||||||
4636|JEAN PONCELET (RUE)|B|3|0092|B|TO3|TO1|||||||
4640|JEAN RACINE (RUE)|TR|1|0065|TR|TO3|TO1|||||||
4642|JEAN RACAUD (IMP)|B|3|0092|B|TO3|TO1|||||||
4644|JEAN RANCY (RUE)|TC|3|0027|TC|TO3|TO1|||||||
4648|JEAN RICHEPIN (RUE)|TR|4|0065|TR|TO3|TO1|||||||
4652|JEAN RIEUX (AVE) (1 à 123)|TSE|1|0028|TR|TO3|TO1|||||||
4652|JEAN RIEUX (AVE) (125 à la fin)|TSE|4|0028|TR|TO3|TO1|||||||
4652|JEAN RIEUX (AVE) (Pairs)|TSE|2|0028|TR|TO3|TO1|||||||
4654|JEAN RODIER (RUE)|TSE|3|0028|TR|TO3|TO1|||||||
4655|JEAN ROUVIERE (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4656|JEAN SIZABUIRE (RUE)|TR|1|0065|TR|TO3|TO1|||||||
4657|JEAN SEGUY (RUE)|B|3|0092|B|TO3|TO1|||||||
4658|JEAN SEGUELA (RUE)|TO|2|0018|TMI|TO3|TO2|||||||
4660|JEAN STIELTJES (RUE)|TR|3|0065|TR|TO3|TO1|||||||
4664|JEAN SUAU (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
4668|JEAN TALLIEN (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
4669|JEAN WEBER (RUE)|TO|1|0018|TMI|TO3|TO2|||||||
4670|JEAN THUILE (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
4671|JEAN VERNIERES(RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
4672|JEAN TIMBAL (RUE)|B|3|0092|B|TO3|TO1|||||||
4673|JEAN VIOLLIS (RUE)|TO|4|0018|TMI|TO3|TO2|||||||
4674|JEAN ZAY (AVE)|TN|3|0063|TN|TO3|TO1|||||||
4675|JEAN WIENER (IMP)|TSO|3|0029|TMI|TO3|TO2|||||||
4677|JEAN WIENER (CHEM)|TSO|3|0029|TMI|TO3|TO2|||||||
4678|JEANNE BENOZZI (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
4679|JEANNE FONTES (RUE)|B|1|0092|B|TO3|TO1|||||||
4680|JEANNE D'ARC (PLACE)|TC|3|0027|TC|TO3|TO1|||||||
4681|JEANNE DE SEGLA (IMP)|B|3|0092|B|TO3|TO1|||||||
4682|JEANNE DE SEGLA (RUE)|B|3|0092|B|TO3|TO1|||||||
4683|JEANNE DE TOULOUSE (RUE)|B|3|0092|B|TO3|TO1|||||||
4684|JEANNE MARVIG (RUE)|TR|4|0065|TR|TO3|TO1|||||||
4685|JEANNE  MARIE MONTANE (IMP)|B|3|0092|B|TO3|TO1|||||||
4686|JEANNINE MICHEAU (PLACE)|TN|3|0063|TN|TO3|TO1|||||||
4687|JEROME PUGENS (RPT)|TSE|1|0028|TR|TO3|TO1|||||||
4688|JELIOTTE (IMP)|TSE|1|0028|TR|TO3|TO1|||||||
4689|JERUSALEM (PASS)|TSO|3|0029|TMI|TO3|TO2|||||||
4691|JERUSALEM (PLACE)|TSO|3|0029|TMI|TO3|TO2|||||||
4692|JEUNESSE (RUE DE LA)|TN|1|0063|TN|TO3|TO1|||||||
4693|JIM MORRISON (IMP)|B|3|0092|B|TO3|TO1|||||||
4694|JOACHIM DU BELLAY (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4695|JOACHIN GENARD (RUE)|B|3|0092|B|TO3|TO1|||||||
4696|JOB (RUE)|TC|3|0027|TC|TO3|TO1|||||||
4697|JERUSALEM (RUE DE)|TSO|3|0029|TMI|TO3|TO2|||||||
4700|JOHAN STRAUSS (RUE)|TSE|4|0028|TR|TO3|TO1|||||||
4704|JOHN F. KENNEDY (RUE)|TC|3|0027|TC|TO3|TO1|||||||
4706|PLACE JOHN MUNDY (PL)|TSO|2|0029|TMI|TO3|TO2|||||||
4720|JOLIMONT (RUE)|B|3|0092|B|TO3|TO1|||||||
4724|JOLY (RUE)|TR|3|0065|TR|TO3|TO1|||||||
4732|JONAS (RUE)|TN|1|0063|TN|TO3|TO1|||||||
4736|JONQUIERES (RUE)|B|3|0092|B|TO3|TO1|||||||
4737|JORGE SEMPRUN (RUE)|TR|2|0065|TR|TO3|TO1|||||||
4737|JORGE SEMPRUN (RUE)|TR|2|0065|TR|TO3|TO1|||||||
4738|JOSE FELIX (RUE)|TC|3|0027|TC|TO3|TO1|||||||
4740|JONQUILLES (RUE DES)|B|3|0092|B|TO3|TO1|||||||
4741|JOSEPH ANDRAU (IMP)|TR|2|0065|TR|TO3|TO1|||||||
4744|JOSEPH BILLECOQ (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4748|JOSEPH BOSC (RUE)|TC|3|0027|TC|TO3|TO1|||||||
4752|JOSEPH GUEPIN (RUE)|TR|1|0065|TR|TO3|TO1|||||||
4756|JOSEPH JACQUARD (RUE)|TNO|4|0064|TNO|TO3|TO1|||||||
4760|JOSEPH LE BRIX (AVE)|B|3|0092|B|TO3|TO1|||||||
4764|JOSEPH MARIGNAC (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4768|JOSEPH SAGET (RUE)|TR|1|0065|TR|TO3|TO1|||||||
4770|JOSEPH SAUVEUR (AVE)|TO|3|0018|TMI|TO3|TO2|||||||
4772|JOSEPH THILLET (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
4776|JOSEPH VIE (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4777|JOSEPH DE VILLELE (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4780|JOUBERT (RUE)|TN|2|0063|TN|TO3|TO1|||||||
4784|JOULE (IMP)|TNO|4|0064|TNO|TO3|TO1|||||||
4788|JOUTX AIGUES (RUE)|TC|1|0027|TC|TO3|TO1|||||||
4789|JULES AMILHAU (IMP)|TSO|3|0029|TMI|TO3|TO2|||||||
4790|JULES AMILHAU (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4792|JULES CHALANDE (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
4796|JULES CLARETIE (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
4800|JULES DALOU (RUE)|B|3|0092|B|TO3|TO1|||||||
4804|JULES DE RESSEGUIER (RUE)|TC|3|0027|TC|TO3|TO1|||||||
4808|JULES FERRY (AVE)|TN|3|0063|TN|TO3|TO1|||||||
4812|JULES GUESDE (ALL) (1 à 3 et Pairs)|TC|1|0027|TC|TO3|TO1|||||||
4812|JULES GUESDE (ALL) (Impairs du 5 à la fin)|TR|3|0065|TR|TO3|TO1|||||||
4816|JULES JULIEN (AVE)|TR|1|0065|TR|TO3|TO1|||||||
4820|JULES LEMAITRE (RUE)|B|3|0092|B|TO3|TO1|||||||
4821|ABBE  JULES LEMIRE (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4823|JULES MAZELLIER (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
4824|JULES TELLIER (PLACE)|TO|2|0018|TMI|TO3|TO2|||||||
4828|JULES TELLIER (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4829|JULES RAIMU (RUE)|B|3|0092|B|TO3|TO1|||||||
4830|JULES VEDRINES (RUE)|TSE|4|0028|TR|TO3|TO1|||||||
4832|JULES VERNE (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
4835|JULIE DEMOUIS (RUE)|B|3|0092|B|TO3|TO1|||||||
4836|JULIA (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
4837|JULIEN FORGUES (PASS)|TO|3|0018|TMI|TO3|TO2|||||||
4838|JULIEN FORGUES (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
4839|JULIEN VERGNE (PLACE)|TN|4|0063|TN|TO3|TO1|||||||
4840|JULIEN SACAZE (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4841|JULIETTE ADAM (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
4844|JUMEAUX (RUE DES)|TN|2|0063|TN|TO3|TO1|||||||
4848|JUNCASSE (AVE DE LA)|B|3|0092|B|TO3|TO1|||||||
4850|JUSTIN FORT (PASS)|TSO|3|0029|TMI|TO3|TO2|||||||
4852|JURA (IMP DU)|B|3|0092|B|TO3|TO1|||||||
4853|JUSTIN BOYER (RPT)|TO|3|0018|TMI|TO3|TO2|||||||
4854|JUSTES DES NATIONS (ALL)|TR|3|0065|TR|TO3|TO1|||||||
4855|KEPLER (RUE)|B|3|0092|B|TO3|TO1|||||||
4857|KIEV (RUE DE)|TSO|3|0029|TMI|TO3|TO2|||||||
4860|KLEBER (RUE)|TN|2|0063|TN|TO3|TO1|||||||
4861|KLEBER HAEDENS (RUE)|TN|3|0063|TN|TO3|TO1|||||||
4864|KOUFRA (RUE DE)|TN|2|0063|TN|TO3|TO1|||||||
4868|KRUGER (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
4876|LABAT DE SAVIGNAC (RUE)|B|3|0092|B|TO3|TO1|||||||
4880|LABEDA (RUE)|TC|3|0027|TC|TO3|TO1|||||||
4884|LABEGE (RTE DE)|TSE|3|0028|TR|TO3|TO1|||||||
4886|LABOUCHE (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4888|LABRUYERE (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4892|LAC D'OO (RUE DU)|TSE|1|0028|TR|TO3|TO1|||||||
4895|LOUIS LACHENAL (RUE)|TSE|4|0028|TR|TO3|TO1|||||||
4908|LAFAGE (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4912|LAFAILLE (RUE)|TC|3|0027|TC|TO3|TO1|||||||
4916|LAFAURIE (RUE)|TSE|4|0028|TR|TO3|TO1|||||||
4920|LAFAYETTE (RUE)  (Impairs)|TC|3|0027|TC|TO3|TO1|||||||
4920|LAFAYETTE (RUE)  (Pairs)|TC|1|0027|TC|TO3|TO1|||||||
4925|MARIE-CHRISTINE LAFFORGUE (ESPACE)|TR|3|0065|TR|TO3|TO1|||||||
4925|MARIE CHRISTINE LAFFORGUE (ESPACE)|TR|003|0065|TR|TO3|TO1|||||||
4932|LAFILAIRE (CHEM DE)|TSE|1|0028|TR|TO3|TO1|||||||
4936|LAFON (RUE)|TC|3|0027|TC|TO3|TO1|||||||
4940|LAFOURCADE (PLACE)|TC|1|0027|TC|TO3|TO1|||||||
4944|LAGANNE (PLACE)|TSO|3|0029|TMI|TO3|TO2|||||||
4948|LAGANNE (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4952|LAGRENEE (RUE)|B|3|0092|B|TO3|TO1|||||||
4956|LAHONDES (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4957|LA KAHINA (RUE )|TSO|3|0029|TMI|TO3|TO2|||||||
4958|LAICITE (ESPACE DE LA)|TC|1|0027|TC|TO3|TO1|||||||
4958|LAICITE (ESPACE)|TC|1|0027|TC|TO3|TO1|||||||
4960|LAKANAL (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
4964|LALANNE (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4968|LALOUBERE (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
4972|LAMARCK (RUE)|TR|3|0065|TR|TO3|TO1|||||||
4976|LAMARTINE (AVE)|TO|3|0018|TMI|TO3|TO2|||||||
4980|LAMBIC (RUE)|TN|1|0063|TN|TO3|TO1|||||||
4984|LAMOTHE LANGON (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
4988|LANCEFOC (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
4992|LANDES (RUE DES)|TSO|3|0029|TMI|TO3|TO2|||||||
4996|LANGE (PLACE)|TSO|3|0029|TMI|TO3|TO2|||||||
5000|LANGUEDOC (RUE DU) (Impairs)|TC|1|0027|TC|TO3|TO1|||||||
5000|LANGUEDOC (RUE DU) (Pairs)|TC|3|0027|TC|TO3|TO1|||||||
5004|LANTERNIERES (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
5008|LANUSSE (CHEM DE)|B|3|0092|B|TO3|TO1|||||||
5012|LAPEYROUSE (RUE)|TC|1|0027|TC|TO3|TO1|||||||
5016|LAPIN (CHEM DE)|TN|3|0063|TN|TO3|TO1|||||||
5020|LAPORTE (CHEM DE)|TO|2|0018|TMI|TO3|TO2|||||||
5024|LAPPAROU (CHEM DE)|TN|3|0063|TN|TO3|TO1|||||||
5028|LAPUJADE (CHEM) (109 à la fin et 102 à la fin)|B|3|0092|B|TO3|TO1|||||||
5028|LAPUJADE (CHEM) (1 à 107 et 2 à 100)|TN|2|0063|TN|TO3|TO1|||||||
5032|LAPUJADE (IMP)|TN|2|0063|TN|TO3|TO1|||||||
5033|LALANDE (RUE DE)|TN|3|0063|TN|TO3|TO1|||||||
5036|LAQUE (RUE DE LA)|TSO|3|0029|TMI|TO3|TO2|||||||
5040|LARADE (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
5042|LARBOUST (RUE DU)|TSE|4|0028|TR|TO3|TO1|||||||
5044|LARDENNE (AVE DE)|TO|3|0018|TMI|TO3|TO2|||||||
5048|LARDENNE (RPT DE)|TO|3|0018|TMI|TO3|TO2|||||||
5050|LA ROCHEFOUCAULD (RUE)|TNO|4|0064|TNO|TO3|TO1|||||||
5052|LARRAMET (BLD DE)|TO|3|0018|TMI|TO3|TO2|||||||
5056|LARREY (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
5060|LARRIEU (CHEM DE)|TSO|3|0029|TMI|TO3|TO2|||||||
5061|LARRIEU (IMP DE)|TSO|4|0029|TMI|TO3|TO2|||||||
5062|LARRIEU THIBAUD (AVE)|TSO|3|0029|TMI|TO3|TO2|||||||
5064|LARUETTE (IMP)|TR|1|0065|TR|TO3|TO1|||||||
5072|LASBORDES (AVE DE)|TSE|1|0028|TR|TO3|TO1|||||||
5075|LAS BRUGUES (IMP DE )|TO|3|0018|TMI|TO3|TO2|||||||
5077|LASCAUX (IMP)|TSE|4|0028|TR|TO3|TO1|||||||
5080|LASCROSSES (BLD)|TNO|1|0064|TNO|TO3|TO1|||||||
5084|LASCROSSES (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
5088|LATAPIE (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
5090|LATERAL DE RUPE (CHEM)|TNO|3|0064|TNO|TO3|TO1|||||||
5092|LAUDIE (IMP)|TNO|4|0064|TNO|TO3|TO1|||||||
5095|LAUNAGUET (IMP DE)|TN|3|0063|TN|TO3|TO1|||||||
5096|LAUNAGUET (RTE DE) (Impairs)|TN|3|0063|TN|TO3|TO1|||||||
5096|LAUNAGUET (RTE DE) (Pairs)|TN|4|0063|TN|TO3|TO1|||||||
5100|LAURAGAIS (AVE DU)|TR|1|0065|TR|TO3|TO1|||||||
5101|LAURENT CHAFFIN (RUE )|TO|3|0018|TMI|TO3|TO2|||||||
5102|LAURENT GUERRERO (IMP )|TSE|3|0028|TR|TO3|TO1|||||||
5104|LAURENT MARQUESTE (RUE)|TN|1|0063|TN|TO3|TO1|||||||
5105|LAURE DELEROT (AVE)|TSE|1|0028|TR|TO3|TO1|||||||
5108|LAURIERS (RUE DES)|TSO|3|0029|TMI|TO3|TO2|||||||
5110|LAUSANNE (RUE)|TNO|4|0064|TNO|TO3|TO1|||||||
5112|LAVANDOU (RUE DU)|TO|3|0018|TMI|TO3|TO2|||||||
5116|LAVAUR (AVE DE)|B|3|0092|B|TO3|TO1|||||||
5118|LAVIDALIE (IMP)|TSE|3|0028|TR|TO3|TO1|||||||
5120|LAVOIR (IMP DU)|TSO|3|0029|TMI|TO3|TO2|||||||
5124|LAVOISIER (RUE)|B|3|0092|B|TO3|TO1|||||||
5131|PLACE LAZARE PONTICELLI|TC|3|0027|TC|TO3|TO1|||||||
5132|LAZARE CARNOT (BLD)|TC|3|0027|TC|TO3|TO1|||||||
5136|LEDRU ROLLIN (RUE)|TO|4|0018|TMI|TO3|TO2|||||||
5138|LE FRANC DE POMPIGNAN (RUE)|TR|2|0065|TR|TO3|TO1|||||||
5139|LEGION D'HONNEUR (PLACE DE LA )|B|3|0092|B|TO3|TO1|||||||
5140|LEJEUNE (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
5144|LEO DELIBES (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
5146|LEO HAMARD (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
5148|LEO LAGRANGE (RUE)|TR|3|0065|TR|TO3|TO1|||||||
5150|LEONARD DE VINCI (RUE)|TR|4|0065|TR|TO3|TO1|||||||
5152|LEON BLUM (AVE)|B|3|0092|B|TO3|TO1|||||||
5153|LEON BOURGEOIS (ALLEE)|B|3|0092|B|TO3|TO1|||||||
5153|LEON BOURGEOIS (ALLEE)|B|3|0092|B|TO3|TO1|||||||
5154|LEON DUTIL (RUE)|B|3|0092|B|TO3|TO1|||||||
5155|LEON JAUSSELY (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
5156|LEON JOUHAUX (RUE)|B|3|0092|B|TO3|TO1|||||||
5157|LEON LAJAUNIE (RPT)|TSO|2|0029|TMI|TO3|TO2|||||||
